run_id,task,scenario_id,model_id,state,scenario_status,score,score_status,latency_ms,attempts,cost_usd,error
2026-09-02_011110_image,image_edit,IMG-BRAND-10,gpt-image-2-medium,scored,completed,9.1111,scored,37394,1,0.06533,
2026-09-02_011110_image,image_edit,IMG-BRAND-10,gemini-3-pro-image-vertex,scored,completed,10.0,scored,21391,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-01,gpt-image-2-medium,scored,completed,10.0,scored,28910,1,0.042186,
2026-09-02_011110_image,image_edit,IMG-CHAR-01,gemini-3-pro-image-vertex,scored,completed,10.0,scored,59662,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-02,gpt-image-2-medium,scored,completed,10.0,scored,34675,1,0.042178,
2026-09-02_011110_image,image_edit,IMG-CHAR-02,gemini-3-pro-image-vertex,scored,completed,10.0,scored,22437,1,0.134,
2026-09-02_011110_image,image_edit,IMG-CHAR-03,gpt-image-2-medium,scored,completed,10.0,scored,30266,1,0.042194,
2026-09-02_011110_image,image_edit,IMG-CHAR-03,gemini-3-pro-image-vertex,scored,completed,10.0,scored,21907,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-04,gpt-image-2-medium,scored,completed,10.0,scored,29925,1,0.042146,
2026-09-02_011110_image,image_edit,IMG-CHAR-04,gemini-3-pro-image-vertex,scored,completed,10.0,scored,24113,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-05,gpt-image-2-medium,scored,completed,10.0,scored,38156,1,0.052966,
2026-09-02_011110_image,image_edit,IMG-CHAR-05,gemini-3-pro-image-vertex,scored,completed,9.9,scored,26503,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-06,gpt-image-2-medium,scored,completed,10.0,scored,31880,1,0.043236,
2026-09-02_011110_image,image_edit,IMG-CHAR-06,gemini-3-pro-image-vertex,scored,completed,10.0,scored,18530,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-07,gpt-image-2-medium,scored,completed,10.0,scored,37303,1,0.042146,
2026-09-02_011110_image,image_edit,IMG-CHAR-07,gemini-3-pro-image-vertex,scored,completed,10.0,scored,23262,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-08,gpt-image-2-medium,scored,completed,10.0,scored,37733,1,0.042186,
2026-09-02_011110_image,image_edit,IMG-CHAR-08,gemini-3-pro-image-vertex,scored,completed,9.55,scored,23584,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-09,gpt-image-2-medium,scored,completed,10.0,scored,34263,1,0.042202,
2026-09-02_011110_image,image_edit,IMG-CHAR-09,gemini-3-pro-image-vertex,scored,completed,10.0,scored,34206,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-CHAR-10,gpt-image-2-medium,scored,completed,9.3,scored,37335,1,0.042186,
2026-09-02_011110_image,image_edit,IMG-CHAR-10,gemini-3-pro-image-vertex,scored,completed,10.0,scored,23149,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-01,gpt-image-2-medium,scored,completed,9.6759,scored,32908,1,0.042162,
2026-09-02_011110_image,image_edit,IMG-LE-01,gemini-3-pro-image-vertex,scored,completed,9.6759,scored,42044,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-02,gpt-image-2-medium,scored,completed,8.1667,scored,32843,1,0.042138,
2026-09-02_011110_image,image_edit,IMG-LE-02,gemini-3-pro-image-vertex,scored,completed,8.3333,scored,18533,1,0.134,
2026-09-02_011110_image,image_edit,IMG-LE-03,gpt-image-2-medium,scored,completed,8.7037,scored,30646,1,0.042138,
2026-09-02_011110_image,image_edit,IMG-LE-03,gemini-3-pro-image-vertex,scored,completed,8.7037,scored,19622,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-04,gpt-image-2-medium,scored,completed,8.3982,scored,33231,1,0.042122,
2026-09-02_011110_image,image_edit,IMG-LE-04,gemini-3-pro-image-vertex,scored,completed,8.7037,scored,32614,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-05,gpt-image-2-medium,scored,completed,8.0556,scored,34772,1,0.04217,
2026-09-02_011110_image,image_edit,IMG-LE-05,gemini-3-pro-image-vertex,scored,completed,8.0556,scored,17201,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-06,gpt-image-2-medium,scored,completed,7.5833,scored,32400,1,0.04221,
2026-09-02_011110_image,image_edit,IMG-LE-06,gemini-3-pro-image-vertex,scored,completed,8.0556,scored,20652,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-07,gpt-image-2-medium,scored,completed,8.7037,scored,30127,1,0.042122,
2026-09-02_011110_image,image_edit,IMG-LE-07,gemini-3-pro-image-vertex,scored,completed,9.6759,scored,17847,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-08,gpt-image-2-medium,scored,completed,10.0,scored,31012,1,0.042162,
2026-09-02_011110_image,image_edit,IMG-LE-08,gemini-3-pro-image-vertex,scored,completed,10.0,scored,23537,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-09,gpt-image-2-medium,scored,completed,8.3796,scored,34310,1,0.042138,
2026-09-02_011110_image,image_edit,IMG-LE-09,gemini-3-pro-image-vertex,scored,completed,8.7037,scored,18856,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-LE-10,gpt-image-2-medium,scored,completed,7.5741,scored,43460,1,0.042226,
2026-09-02_011110_image,image_edit,IMG-LE-10,gemini-3-pro-image-vertex,scored,completed,7.0185,scored,23413,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-01,gpt-image-2-medium,scored,completed,10.0,scored,40359,1,0.042138,
2026-09-02_011110_image,image_edit,IMG-STY-01,gemini-3-pro-image-vertex,scored,completed,10.0,scored,19262,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-02,gpt-image-2-medium,scored,completed,10.0,scored,41108,1,0.042162,
2026-09-02_011110_image,image_edit,IMG-STY-02,gemini-3-pro-image-vertex,scored,completed,10.0,scored,21344,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-03,gpt-image-2-medium,scored,completed,4.8,scored,35311,1,0.05069,
2026-09-02_011110_image,image_edit,IMG-STY-03,gemini-3-pro-image-vertex,scored,completed,10.0,scored,20784,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-04,gpt-image-2-medium,scored,completed,10.0,scored,45748,1,0.06745,
2026-09-02_011110_image,image_edit,IMG-STY-04,gemini-3-pro-image-vertex,scored,completed,10.0,scored,58614,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-05,gpt-image-2-medium,scored,completed,10.0,scored,35462,1,0.042162,
2026-09-02_011110_image,image_edit,IMG-STY-05,gemini-3-pro-image-vertex,scored,completed,10.0,scored,23511,1,0.134,
2026-09-02_011110_image,image_edit,IMG-STY-06,gpt-image-2-medium,scored,completed,10.0,scored,37689,1,0.053766,
2026-09-02_011110_image,image_edit,IMG-STY-06,gemini-3-pro-image-vertex,scored,completed,10.0,scored,56998,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-07,gpt-image-2-medium,scored,completed,10.0,scored,43787,1,0.042122,
2026-09-02_011110_image,image_edit,IMG-STY-07,gemini-3-pro-image-vertex,scored,completed,10.0,scored,19980,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-08,gpt-image-2-medium,scored,completed,10.0,scored,39602,1,0.043236,
2026-09-02_011110_image,image_edit,IMG-STY-08,gemini-3-pro-image-vertex,scored,completed,10.0,scored,23182,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-09,gpt-image-2-medium,scored,completed,10.0,scored,36708,1,0.042202,
2026-09-02_011110_image,image_edit,IMG-STY-09,gemini-3-pro-image-vertex,scored,completed,10.0,scored,20326,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-STY-10,gpt-image-2-medium,scored,completed,10.0,scored,38183,1,0.042186,
2026-09-02_011110_image,image_edit,IMG-STY-10,gemini-3-pro-image-vertex,scored,completed,10.0,scored,21854,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-TXT-08,gpt-image-2-medium,scored,completed,9.7059,scored,24535,1,0.042154,
2026-09-02_011110_image,image_edit,IMG-TXT-08,gemini-3-pro-image-vertex,scored,completed,9.4118,scored,18842,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-TXT-09,gpt-image-2-medium,scored,completed,9.875,scored,32683,1,0.042162,
2026-09-02_011110_image,image_edit,IMG-TXT-09,gemini-3-pro-image-vertex,scored,completed,9.575,scored,19830,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-TXT-10,gpt-image-2-medium,scored,completed,10.0,scored,31890,1,0.04221,
2026-09-02_011110_image,image_edit,IMG-TXT-10,gemini-3-pro-image-vertex,scored,completed,7.1254,scored,25900,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-UI-04,gpt-image-2-medium,scored,completed,8.933,scored,29152,1,0.042154,
2026-09-02_011110_image,image_edit,IMG-UI-04,gemini-3-pro-image-vertex,scored,completed,10.0,scored,19151,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-UI-05,gpt-image-2-medium,scored,completed,10.0,scored,40804,1,0.042162,
2026-09-02_011110_image,image_edit,IMG-UI-05,gemini-3-pro-image-vertex,scored,completed,10.0,scored,21767,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
2026-09-02_011110_image,image_edit,IMG-UI-06,gpt-image-2-medium,scored,completed,10.0,scored,39043,1,0.043332,
2026-09-02_011110_image,image_edit,IMG-UI-06,gemini-3-pro-image-vertex,scored,completed,10.0,scored,19979,2,0.134,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource has been exhausted (e.g. check quota).', 'status': "
